Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;2;log2;10.0
2;500;5;4;sqrt;20.0
3;500;2;4;0.3;
4;200;10;2;sqrt;10.0
5;300;2;2;sqrt;
6;200;5;1;sqrt;10.0
7;500;2;2;0.3;
8;200;5;2;sqrt;20.0
9;100;10;4;log2;10.0
10;100;5;4;0.3;10.0
11;300;2;2;log2;10.0
12;100;10;2;log2;20.0
13;500;2;2;0.3;20.0
14;100;5;1;0.3;
15;500;10;1;log2;
16;100;10;4;sqrt;
17;300;2;2;0.3;
18;100;10;1;0.3;10.0
19;300;5;1;0.3;
20;500;10;2;sqrt;10.0
21;500;10;1;sqrt;
22;300;5;4;0.3;10.0
23;200;10;1;log2;10.0
24;500;2;4;sqrt;20.0
25;100;2;4;log2;20.0
26;300;2;1;log2;20.0
27;500;10;2;sqrt;
28;300;10;2;log2;
29;500;10;2;0.3;10.0
30;500;2;1;sqrt;20.0
